age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,id
43,admin.,married,primary,no,314,yes,yes,unknown,26,may,134,1,-1,0,unknown,no,5827
56,admin.,married,secondary,no,353,yes,no,unknown,5,may,106,2,-1,0,unknown,no,310
29,entrepreneur,divorced,tertiary,no,444,no,no,cellular,24,jul,54,2,-1,0,unknown,no,16621
36,management,married,tertiary,no,22,no,no,cellular,2,oct,91,2,-1,0,unknown,no,41686
34,admin.,married,tertiary,no,899,yes,no,unknown,12,nov,114,1,170,3,failure,yes,24160
35,technician,married,secondary,no,746,no,yes,cellular,27,jan,240,1,-1,0,unknown,no,42738
37,services,single,tertiary,no,223,yes,no,unknown,28,may,25,1,-1,0,unknown,no,6977
31,blue-collar,single,secondary,no,616,yes,no,telephone,12,may,185,3,-1,0,unknown,no,36951
35,management,single,tertiary,no,747,no,no,cellular,23,feb,141,2,176,3,failure,no,43114
56,retired,married,primary,no,-1,no,no,cellular,27,aug,89,23,-1,0,unknown,no,23297
32,management,single,tertiary,yes,62,no,yes,cellular,24,jul,577,3,-1,0,unknown,no,16824
39,technician,married,secondary,no,8,no,yes,cellular,17,nov,333,2,96,2,failure,no,24665
47,technician,divorced,secondary,no,2836,no,yes,cellular,14,aug,10,2,-1,0,unknown,no,21013
45,blue-collar,married,secondary,no,4022,yes,no,cellular,29,jan,244,3,-1,0,unknown,no,28273
41,blue-collar,divorced,secondary,no,-104,yes,no,unknown,16,may,32,3,-1,0,unknown,no,3993
60,housemaid,married,primary,no,1163,no,no,cellular,30,apr,470,8,-1,0,unknown,yes,33913
38,technician,divorced,tertiary,no,1425,yes,no,cellular,15,jul,347,4,-1,0,unknown,no,14707
35,blue-collar,married,secondary,no,535,yes,no,unknown,30,may,265,3,-1,0,unknown,no,7740
64,technician,married,tertiary,no,1319,no,no,cellular,12,mar,56,2,-1,0,unknown,no,31322
54,self-employed,married,tertiary,no,269,yes,no,cellular,17,jul,81,3,-1,0,unknown,no,15235
42,blue-collar,married,secondary,yes,-29,no,yes,cellular,8,jul,294,2,-1,0,unknown,no,13274
36,blue-collar,married,secondary,no,218,yes,no,cellular,4,may,619,6,-1,0,unknown,yes,34273
31,blue-collar,married,secondary,no,4471,yes,no,unknown,9,may,296,2,-1,0,unknown,no,1892
41,blue-collar,married,secondary,no,440,yes,no,cellular,5,may,523,1,334,2,failure,no,34697
51,management,divorced,tertiary,no,986,no,no,unknown,30,may,143,2,-1,0,unknown,no,7655
35,technician,single,secondary,no,634,yes,no,cellular,29,aug,122,2,-1,0,unknown,no,23784
65,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,feb,290,1,92,1,success,yes,42955
47,management,married,tertiary,no,296,yes,no,cellular,8,may,500,1,-1,0,unknown,no,35731
32,management,single,tertiary,no,1077,no,no,cellular,5,aug,200,1,717,4,failure,no,44446
52,blue-collar,married,primary,no,66653,no,no,cellular,14,aug,109,3,-1,0,unknown,no,21192
48,entrepreneur,married,primary,no,386,no,yes,cellular,27,aug,185,5,-1,0,unknown,no,23190
36,technician,married,tertiary,no,911,yes,yes,cellular,25,may,117,2,21,3,failure,yes,39512
58,retired,married,primary,no,4158,no,no,cellular,13,aug,455,2,-1,0,unknown,yes,20746
22,student,single,secondary,no,148,no,no,cellular,2,feb,928,1,-1,0,unknown,no,28958
58,blue-collar,divorced,secondary,no,543,no,yes,telephone,17,jul,264,3,-1,0,unknown,no,15012
44,management,married,tertiary,no,6203,yes,yes,cellular,17,nov,58,1,188,1,failure,no,24189
44,unemployed,married,unknown,no,1309,no,no,telephone,30,jan,262,2,-1,0,unknown,no,28878
57,management,divorced,secondary,no,0,yes,yes,unknown,12,may,144,6,-1,0,unknown,no,2041
27,blue-collar,married,primary,no,202,no,yes,cellular,22,jul,41,1,-1,0,unknown,no,15929
41,technician,married,secondary,no,1032,yes,no,cellular,21,aug,64,2,-1,0,unknown,no,22163
37,services,single,secondary,no,1175,yes,no,cellular,15,may,102,1,333,2,failure,no,38429
34,management,single,tertiary,no,3821,yes,no,cellular,13,may,649,2,-1,0,unknown,yes,37457
38,blue-collar,married,secondary,no,625,yes,yes,cellular,11,may,210,1,-1,0,unknown,no,36056
42,entrepreneur,married,tertiary,no,34,yes,no,cellular,15,may,272,1,-1,0,unknown,no,38319
31,admin.,married,secondary,no,1229,no,no,cellular,12,apr,176,1,-1,0,unknown,yes,43454
76,retired,married,primary,no,3324,no,no,cellular,13,nov,122,1,92,3,success,yes,42264
33,technician,divorced,secondary,no,3,no,no,cellular,4,feb,222,1,-1,0,unknown,no,29931
30,services,single,tertiary,no,542,yes,no,unknown,7,may,435,2,-1,0,unknown,no,923
22,unemployed,single,tertiary,no,993,no,no,cellular,28,jul,115,3,93,1,other,yes,44320
33,entrepreneur,married,primary,no,2339,yes,yes,cellular,20,nov,220,1,-1,0,unknown,no,26383
84,entrepreneur,married,secondary,no,0,no,no,telephone,30,sep,992,2,-1,0,unknown,yes,41654
39,blue-collar,married,primary,no,1411,yes,no,unknown,20,may,625,2,-1,0,unknown,no,4643
48,services,divorced,primary,no,189,yes,no,unknown,13,may,768,1,-1,0,unknown,no,2498
43,housemaid,single,primary,no,1354,no,no,unknown,17,jun,183,2,-1,0,unknown,no,11000
59,retired,married,secondary,no,385,no,yes,telephone,14,aug,365,2,-1,0,unknown,no,21168
54,blue-collar,married,unknown,no,1827,no,no,cellular,20,apr,167,1,350,1,failure,no,33354
20,student,single,unknown,no,179,no,no,cellular,25,mar,196,3,182,3,failure,no,43353
39,technician,married,tertiary,no,11766,yes,no,cellular,4,may,15,4,166,1,failure,no,34364
32,technician,married,secondary,no,2,yes,yes,cellular,8,jul,143,1,-1,0,unknown,no,13064
28,technician,single,secondary,no,593,yes,no,unknown,19,jun,202,1,-1,0,unknown,no,11580
34,entrepreneur,married,secondary,no,1847,yes,no,cellular,9,apr,543,3,321,6,failure,no,31932
38,management,single,tertiary,no,38,no,no,cellular,20,aug,105,2,-1,0,unknown,no,21890
36,services,married,secondary,no,1053,yes,no,telephone,30,jan,99,1,259,1,failure,no,28666
42,unemployed,married,primary,no,2636,no,no,cellular,17,nov,178,2,151,1,failure,no,24637
52,technician,married,unknown,no,668,yes,no,cellular,31,jul,212,4,-1,0,unknown,no,18466
63,housemaid,married,primary,no,91,no,no,telephone,26,aug,128,3,-1,0,unknown,yes,41283
29,admin.,divorced,secondary,no,891,no,no,unknown,12,may,820,1,-1,0,unknown,no,2138
31,technician,single,tertiary,no,387,no,no,cellular,4,aug,149,1,-1,0,unknown,no,18864
39,management,married,secondary,no,1035,yes,no,cellular,20,apr,436,1,-1,0,unknown,no,33462
52,housemaid,divorced,tertiary,no,4306,no,no,cellular,22,jul,107,2,-1,0,unknown,no,16133
35,management,single,tertiary,no,303,yes,yes,cellular,28,jul,85,9,-1,0,unknown,no,17469
41,blue-collar,married,primary,no,-516,no,yes,telephone,8,jul,554,3,-1,0,unknown,no,13333
45,blue-collar,married,primary,no,323,yes,no,unknown,13,may,276,2,-1,0,unknown,no,2352
49,technician,married,secondary,no,5244,no,no,cellular,25,aug,60,4,-1,0,unknown,no,22890
29,blue-collar,married,secondary,no,-478,no,yes,cellular,8,jul,528,2,-1,0,unknown,no,13197
47,management,married,secondary,no,5012,yes,no,cellular,16,apr,262,2,-1,0,unknown,no,32374
69,retired,married,secondary,no,0,no,no,cellular,25,aug,412,2,-1,0,unknown,yes,41276
31,blue-collar,married,secondary,no,295,yes,yes,cellular,13,may,193,3,344,1,other,no,37373
32,technician,married,secondary,no,0,no,no,cellular,29,jan,750,3,-1,0,unknown,no,28636
53,admin.,married,secondary,no,1661,yes,yes,cellular,17,nov,85,1,-1,0,unknown,no,24371
56,retired,married,primary,no,9367,no,no,cellular,13,aug,320,2,101,2,success,yes,41016
41,unemployed,single,tertiary,no,79,no,no,telephone,9,nov,394,1,390,2,success,yes,45166
44,blue-collar,married,secondary,no,776,yes,no,unknown,29,may,306,1,-1,0,unknown,no,7208
35,management,married,tertiary,no,5367,no,no,cellular,2,mar,69,1,-1,0,unknown,no,31213
26,blue-collar,single,primary,no,619,yes,yes,cellular,14,may,720,1,352,1,failure,no,37592
34,blue-collar,married,secondary,no,80,yes,yes,unknown,8,may,494,1,-1,0,unknown,no,1265
29,blue-collar,married,primary,no,57,no,yes,cellular,7,jul,461,1,-1,0,unknown,no,12805
34,management,single,tertiary,no,699,no,no,cellular,26,may,66,1,-1,0,unknown,no,39538
58,blue-collar,married,secondary,no,2592,yes,no,unknown,25,jun,249,1,-1,0,unknown,no,12290
38,management,married,tertiary,no,546,no,no,cellular,22,aug,82,2,-1,0,unknown,no,22375
39,management,married,tertiary,no,28433,no,no,cellular,13,aug,247,2,-1,0,unknown,no,20743
31,admin.,single,secondary,no,296,yes,no,unknown,13,may,161,1,-1,0,unknown,no,2334
36,admin.,married,secondary,no,231,yes,yes,unknown,6,jun,136,6,-1,0,unknown,no,9632
42,self-employed,married,tertiary,no,4960,no,no,cellular,17,nov,139,1,-1,0,unknown,no,24205
52,services,married,primary,no,14,no,yes,cellular,28,jul,55,5,-1,0,unknown,no,17303
46,technician,divorced,tertiary,no,405,yes,no,unknown,15,may,231,1,-1,0,unknown,no,3311
56,self-employed,married,secondary,no,14,no,no,cellular,16,jul,239,1,-1,0,unknown,no,14826
34,services,married,secondary,no,1611,no,yes,telephone,20,nov,197,7,-1,0,unknown,no,26816
34,management,married,tertiary,no,1267,yes,no,unknown,2,jun,87,4,-1,0,unknown,no,8222
42,blue-collar,married,primary,no,188,yes,no,unknown,30,may,53,5,-1,0,unknown,no,7753
25,student,single,secondary,no,125,no,no,cellular,9,feb,215,1,92,2,success,yes,42956
25,blue-collar,single,primary,no,758,yes,no,cellular,7,may,258,1,357,1,failure,no,35441
52,housemaid,married,primary,no,0,no,yes,cellular,9,jul,266,1,-1,0,unknown,no,13644
28,admin.,single,secondary,no,89,yes,yes,cellular,6,feb,172,2,-1,0,unknown,no,30729
42,management,divorced,tertiary,no,245,no,no,cellular,14,aug,103,2,-1,0,unknown,no,21046
35,unemployed,married,tertiary,no,1849,yes,no,cellular,15,may,111,1,-1,0,unknown,no,38232
58,retired,married,primary,no,282,yes,no,cellular,28,jul,40,4,-1,0,unknown,no,17152
49,technician,divorced,secondary,no,-54,yes,yes,cellular,25,jul,214,1,-1,0,unknown,no,16943
44,admin.,married,primary,no,248,yes,no,unknown,14,may,234,1,-1,0,unknown,no,3078
46,services,single,unknown,no,454,no,no,cellular,24,apr,155,9,-1,0,unknown,no,33800
37,blue-collar,married,primary,no,2378,yes,no,unknown,9,may,460,2,-1,0,unknown,no,1966
37,management,single,tertiary,no,0,yes,no,cellular,13,may,109,1,344,1,failure,no,37332
37,management,single,tertiary,no,2074,no,no,cellular,18,aug,244,2,-1,0,unknown,no,21450
55,blue-collar,married,secondary,no,1358,no,no,cellular,8,apr,149,1,-1,0,unknown,no,31760
42,management,married,tertiary,no,559,no,no,cellular,19,aug,88,1,-1,0,unknown,no,21726
69,retired,divorced,secondary,no,4189,no,no,cellular,18,oct,138,4,96,2,success,no,45047
33,admin.,divorced,secondary,no,1128,yes,no,unknown,8,may,139,2,-1,0,unknown,no,1227
22,student,single,secondary,no,3982,no,no,cellular,20,apr,206,1,-1,0,unknown,yes,33080
35,entrepreneur,married,tertiary,no,753,no,no,cellular,7,aug,187,4,-1,0,unknown,no,19602
33,technician,single,tertiary,no,390,yes,no,cellular,3,feb,161,1,256,1,failure,no,29479
30,technician,single,secondary,no,3144,no,no,cellular,19,may,212,2,-1,0,unknown,yes,43751
56,admin.,divorced,primary,no,207,yes,no,unknown,3,jun,88,4,-1,0,unknown,no,8684
57,technician,married,tertiary,no,624,no,no,cellular,6,aug,224,4,-1,0,unknown,no,19376
36,management,married,tertiary,no,708,yes,no,cellular,17,jul,59,3,-1,0,unknown,no,15208
40,blue-collar,single,primary,no,366,yes,yes,cellular,28,jan,168,2,205,1,failure,no,28062
39,blue-collar,married,primary,no,476,yes,no,cellular,12,may,212,1,349,4,failure,no,36647
29,student,single,unknown,no,7585,no,no,telephone,17,aug,123,1,-1,0,unknown,no,41111
57,retired,married,primary,no,2961,no,no,cellular,20,apr,128,2,-1,0,unknown,no,33303
32,management,married,tertiary,no,233,yes,no,unknown,7,may,193,1,-1,0,unknown,no,888
44,retired,divorced,primary,no,2083,yes,no,unknown,28,may,124,1,-1,0,unknown,no,6628
31,technician,married,tertiary,no,3338,yes,no,cellular,27,sep,162,2,95,4,failure,no,44897
50,blue-collar,married,primary,no,421,yes,no,cellular,21,jul,445,4,-1,0,unknown,no,15895
77,retired,married,tertiary,no,0,no,no,cellular,17,aug,286,1,-1,0,unknown,yes,41104
48,blue-collar,married,primary,no,3267,yes,no,telephone,13,may,6,5,-1,0,unknown,no,36997
61,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,210,1,182,2,success,yes,41782
39,blue-collar,married,secondary,no,98,no,no,cellular,31,jul,119,1,-1,0,unknown,no,18588
41,admin.,divorced,secondary,no,3823,no,no,cellular,26,apr,234,10,-1,0,unknown,no,43546
37,blue-collar,married,primary,no,213,no,yes,unknown,5,jun,323,1,-1,0,unknown,no,9023
56,technician,married,secondary,no,225,yes,no,unknown,12,jun,71,12,-1,0,unknown,no,10269
43,services,married,tertiary,no,2764,no,no,cellular,11,aug,270,2,-1,0,unknown,no,20140
33,management,divorced,tertiary,no,1,yes,no,cellular,5,feb,26,8,267,1,other,no,30459
28,services,single,secondary,no,47,no,no,cellular,22,jul,405,2,-1,0,unknown,no,16081
39,admin.,married,secondary,no,46,no,no,unknown,3,jun,187,2,-1,0,unknown,no,8664
41,unemployed,married,tertiary,no,0,no,no,cellular,30,jan,81,1,-1,0,unknown,no,28804
45,blue-collar,married,secondary,no,1345,yes,no,unknown,19,may,120,7,-1,0,unknown,no,4366
55,retired,divorced,primary,no,1174,yes,no,cellular,18,nov,245,1,-1,0,unknown,no,24977
31,blue-collar,married,secondary,no,268,yes,no,cellular,20,nov,93,2,-1,0,unknown,no,26424
35,admin.,single,tertiary,no,994,no,no,cellular,2,feb,75,2,-1,0,unknown,no,29105
35,management,married,tertiary,no,1041,no,no,cellular,18,nov,586,1,120,3,other,no,24943
28,management,single,tertiary,no,95,no,no,telephone,28,jan,283,4,-1,0,unknown,no,28081
31,blue-collar,single,secondary,no,324,yes,no,cellular,21,jul,167,4,-1,0,unknown,no,15601
59,retired,married,primary,no,413,yes,yes,cellular,9,feb,109,5,-1,0,unknown,no,30897
41,blue-collar,married,primary,no,3658,yes,no,cellular,9,apr,268,1,330,1,failure,no,31925
39,self-employed,married,tertiary,no,2630,no,no,unknown,12,jun,651,5,-1,0,unknown,yes,10329
35,unemployed,single,tertiary,no,4959,no,no,cellular,29,jan,91,2,-1,0,unknown,no,28266
63,retired,married,secondary,no,2896,no,no,cellular,4,mar,180,2,-1,0,unknown,yes,43203
58,retired,divorced,primary,no,1194,yes,no,cellular,22,may,807,1,310,1,other,no,39403
53,retired,married,secondary,no,340,yes,no,unknown,12,jun,138,1,-1,0,unknown,no,10291
58,unknown,married,unknown,no,0,no,no,unknown,11,jun,464,2,-1,0,unknown,no,10168
39,services,married,secondary,no,207,no,no,unknown,6,jun,78,2,-1,0,unknown,no,9486
55,technician,married,secondary,no,9774,yes,no,cellular,20,nov,227,1,-1,0,unknown,no,26439
49,admin.,single,primary,no,181,yes,no,unknown,8,may,161,3,-1,0,unknown,no,1222
32,technician,married,secondary,no,484,yes,no,cellular,12,aug,668,2,463,1,success,yes,40862
35,services,married,secondary,no,302,yes,no,cellular,6,may,137,1,364,1,failure,no,34825
31,housemaid,married,primary,no,979,no,yes,cellular,18,aug,298,10,-1,0,unknown,no,21470
73,retired,divorced,secondary,no,1092,no,no,cellular,7,aug,390,2,-1,0,unknown,no,40726
54,technician,married,secondary,no,3994,no,yes,cellular,20,oct,595,2,187,2,success,yes,41907
40,management,single,secondary,no,906,yes,no,cellular,5,may,67,4,-1,0,unknown,no,34685
27,admin.,single,secondary,no,685,yes,no,unknown,6,jun,672,2,-1,0,unknown,no,9386
50,self-employed,married,unknown,no,-84,yes,no,unknown,6,may,101,1,-1,0,unknown,no,447
39,blue-collar,married,unknown,no,157,yes,no,unknown,30,may,99,6,-1,0,unknown,no,7918
55,services,married,unknown,no,-45,yes,no,unknown,16,may,764,7,-1,0,unknown,no,3912
35,technician,married,secondary,no,783,yes,no,cellular,16,apr,772,4,-1,0,unknown,no,32371
41,unknown,married,primary,no,526,no,no,unknown,26,may,151,3,-1,0,unknown,no,5939
51,management,married,tertiary,no,4,yes,no,cellular,21,nov,58,2,-1,0,unknown,no,27437
27,management,married,tertiary,no,1918,no,no,cellular,9,feb,61,1,-1,0,unknown,no,30896
52,entrepreneur,divorced,primary,no,278,yes,no,unknown,7,may,688,2,-1,0,unknown,no,1018
40,technician,married,tertiary,no,162,no,no,cellular,7,aug,256,3,-1,0,unknown,no,19722
36,admin.,married,secondary,no,194,yes,yes,cellular,7,sep,120,3,-1,0,unknown,no,44720
55,self-employed,married,primary,no,2349,no,yes,telephone,30,jul,350,3,-1,0,unknown,no,18125
40,management,married,tertiary,yes,-1036,yes,yes,unknown,23,jun,41,2,-1,0,unknown,no,12263
37,entrepreneur,married,tertiary,no,1284,yes,no,cellular,29,jan,246,2,-1,0,unknown,no,28579
39,housemaid,married,primary,no,2460,no,no,cellular,11,jul,194,3,-1,0,unknown,no,14016
51,technician,married,secondary,no,3899,yes,yes,telephone,18,nov,82,6,-1,0,unknown,no,25425
31,admin.,single,secondary,no,554,yes,no,cellular,11,feb,80,1,6,1,failure,no,31034
35,management,single,tertiary,no,1,yes,no,cellular,5,may,80,1,285,1,failure,no,34481
31,admin.,single,secondary,no,690,no,no,cellular,6,feb,92,12,-1,0,unknown,no,30800
36,blue-collar,married,primary,no,1993,yes,yes,cellular,13,may,174,1,359,2,other,no,37212
58,management,married,tertiary,no,913,no,yes,cellular,8,jul,326,6,-1,0,unknown,no,13279
32,admin.,single,secondary,no,131,yes,no,cellular,21,dec,322,1,189,1,success,yes,42532
84,retired,divorced,primary,no,1680,no,no,telephone,6,sep,113,5,97,3,other,no,44701
55,unemployed,married,primary,no,1212,no,no,cellular,31,may,178,1,-1,0,unknown,no,43835
36,management,married,tertiary,no,4069,no,no,cellular,21,nov,517,1,-1,0,unknown,yes,26935
34,blue-collar,single,secondary,no,3773,yes,no,unknown,21,may,287,1,-1,0,unknown,no,4864
32,management,single,tertiary,no,0,yes,no,cellular,18,nov,244,2,168,1,other,no,25234
37,technician,married,secondary,no,261,no,no,cellular,29,aug,301,4,-1,0,unknown,no,24007
63,housemaid,married,tertiary,no,1528,no,no,cellular,18,jan,309,2,95,3,success,no,42702
39,admin.,divorced,tertiary,no,1087,no,yes,cellular,23,jul,85,2,-1,0,unknown,no,16526
26,student,single,tertiary,no,10086,no,no,cellular,21,apr,110,2,-1,0,unknown,yes,33693
59,management,married,tertiary,no,98417,no,no,telephone,20,nov,145,5,-1,0,unknown,no,26227
40,blue-collar,married,primary,no,69,yes,no,cellular,17,nov,375,1,-1,0,unknown,no,24493
49,blue-collar,divorced,secondary,no,4177,yes,no,cellular,15,jul,275,4,-1,0,unknown,no,14703
37,admin.,divorced,tertiary,no,0,yes,yes,cellular,22,jul,139,3,-1,0,unknown,no,15939
32,technician,single,secondary,no,540,no,yes,cellular,29,jan,750,1,-1,0,unknown,yes,28239
41,blue-collar,married,secondary,no,-100,yes,no,unknown,16,jun,20,21,-1,0,unknown,no,10674
45,blue-collar,married,unknown,no,818,yes,no,unknown,30,may,343,3,-1,0,unknown,no,7585
42,unknown,married,secondary,no,703,yes,no,cellular,10,jul,210,1,-1,0,unknown,no,13835
40,blue-collar,married,primary,no,2562,yes,no,unknown,15,may,487,4,-1,0,unknown,no,3565
29,blue-collar,married,secondary,no,64,yes,no,cellular,14,may,444,2,366,3,failure,no,37954
43,services,divorced,secondary,no,957,no,yes,cellular,22,jul,145,4,-1,0,unknown,no,16112
47,management,divorced,tertiary,no,2515,no,no,unknown,20,jun,40,3,-1,0,unknown,no,11950
34,technician,married,secondary,no,2467,no,no,cellular,3,feb,368,1,-1,0,unknown,no,29474
32,blue-collar,married,secondary,no,-249,yes,yes,cellular,21,jul,189,3,-1,0,unknown,no,15892
54,services,married,secondary,no,2061,yes,no,telephone,31,jul,301,7,-1,0,unknown,no,18272
49,technician,married,secondary,no,324,no,no,cellular,4,aug,227,1,-1,0,unknown,no,18840
34,services,single,secondary,no,719,yes,no,unknown,15,may,362,3,-1,0,unknown,no,3178
37,blue-collar,married,primary,no,190,yes,no,cellular,14,may,17,6,-1,0,unknown,no,37846
30,admin.,married,secondary,no,-170,yes,yes,unknown,26,may,130,1,-1,0,unknown,no,5729
23,unemployed,single,primary,no,1003,no,no,telephone,27,nov,8,1,-1,0,unknown,yes,27715
28,management,single,tertiary,no,41,yes,no,cellular,15,may,885,3,352,2,other,yes,38544
26,admin.,single,secondary,no,74,no,yes,cellular,16,jul,419,2,-1,0,unknown,no,14877
